run_id,status,lipid_brightness,psf_sigma_x,psf_sigma_y,psf_theta,gain,enf,optical_bg_lipid,spot_density,training_discrepancy,validation_discrepancy,duration_sec,pid
repeat_075,ok,12853.556953323785,1.7358404509866918,2.3566914198829245,-6.469240648499376,27.310969095677688,1.5408366786418037,1.3515204254837028,744.44871474536,0.0720332453442111,0.426753458682199,,
repeat_076,ok,13898.211266246182,1.9324105329383596,2.117537238627134,-29.790418195475375,20.862149827446295,2.165381437586389,1.706934571813168,601.7856964062328,0.14492323368005305,0.10637910141783825,,
repeat_077,ok,15190.085119398367,1.936125060396098,2.4558708337386213,-42.66708140512472,18.492514178970808,1.7158178813704883,1.7615804990671053,562.0774878452978,0.12978781148815327,0.23852530464499072,,
repeat_078,ok,16712.349598725006,1.7197930015745433,2.658367451591139,21.092978158305073,18.864308582638326,2.2986225937864684,2.4658395158519912,528.6217804492769,0.14630195597444273,0.1228609212711124,,
repeat_079,ok,11152.80718470032,1.7488715053318478,2.020690374662712,-35.158250859060864,9.720382568631543,2.418389131766202,3.7353716410050763,811.7672047693197,0.1919455630896048,0.1949253304500294,,
repeat_080,ok,16317.416260052312,2.1384181391436945,2.133443480142794,-15.608408613384745,31.774309202502824,1.7664945183092917,1.3345385756142423,545.3695745447774,0.15379288874592845,0.4346466425518994,,
repeat_081,ok,13131.748016812284,1.9439549464491868,2.022413792124101,-26.090190170483318,29.89125385317474,1.6719463783371091,1.1902198272066973,632.8742113448719,0.12377783000321711,0.2225260489188464,,
repeat_082,ok,15802.86268404899,1.8315782588777558,2.597293252170281,-35.45443296126013,38.78979793546681,1.4705153202821066,0.834189873601394,537.621391188478,0.11184171515289366,0.38360799034690574,,
repeat_083,ok,16126.550778812407,1.7105277524799787,2.2549992717927365,29.15703999827795,28.647595093749217,1.4162106488858306,1.2977205928402022,546.1383371333707,0.19500728219635013,0.23224717305555287,,
repeat_084,ok,14744.504178825126,1.8296656374596234,2.535156627413462,38.05617438255825,19.989278442351644,2.399412623036281,1.7052245425364234,616.477665073353,0.10927617379043408,0.45890600249842883,,
repeat_085,ok,16500.7221698897,2.26898167583026,1.9770379328160663,13.565043946530428,24.534016386453416,1.4656081946666504,1.5042147244354749,506.5620541487059,0.1617397955701941,0.1547172822804266,,
repeat_086,ok,12136.389473417523,1.770023179766879,2.1080083207918667,-13.568759281344725,29.319993444842112,1.3109399039251743,1.0951734458143552,694.0097839815592,0.1185068266763617,0.3090923943446365,,
repeat_087,ok,13850.713328760181,1.7875183928913376,2.407527358414579,13.501353173747017,24.235764286557888,1.7062131358345676,1.239411693530096,617.0140608620218,0.08907726587356067,0.3520635968769157,,
repeat_088,ok,14761.314002261634,2.1869857177665937,2.079921751926047,-13.076496535052128,14.934764264638435,2.3704894899923925,2.4640844395744046,628.721672776848,0.1257699578872457,0.2853720661945532,,
repeat_089,ok,18314.74070786903,2.157953897928486,2.1397679624605335,-17.364363569928525,5.927071602258513,2.406635270103128,8.588955567439122,494.28592638007956,0.32213047703803654,0.4033970911523025,,
repeat_090,ok,11493.101376218367,1.6436729387180231,2.1679585848835523,13.929472453149607,21.639701588649935,1.9582176295610472,1.5295106045081093,733.1827468584336,0.120363810313929,0.16847265250715082,,
repeat_091,ok,16053.91071204251,1.8472243974824518,2.626318442111365,-30.689187507800067,17.305354305129548,2.331644380933048,1.8943099066554547,543.148368033129,0.09602333238364386,0.1283886674227936,,
repeat_092,ok,15531.79127193021,1.8115738218296265,2.651386941073865,32.055238477593264,23.114874985069548,2.45765648675182,1.6649535548345216,538.6142298379636,0.11054240632016658,0.14414838354035903,,
repeat_093,ok,19714.68231894208,2.0650023563706523,2.6535380342339785,-34.8914206596098,14.381044474613935,2.4052113650751115,2.9310723203807494,442.64510250247673,0.17819563031425273,0.32207161381445965,,
repeat_094,ok,12769.391077287002,1.6574643445505808,2.2907737737893106,-21.15286932398379,19.846286365026828,1.445844736380092,1.4880680661625605,712.2370008244862,0.198093667342094,0.2209280631645498,,
repeat_095,ok,12414.648188464767,1.7171990594243898,2.2923677174762176,3.7439447800905414,19.858155568911627,2.2196460030036556,1.68294862485681,700.1099649083152,0.10169775042683048,0.10019819009834693,,
repeat_096,ok,16135.92199244265,1.9161903450451592,2.4189095414085555,-9.40175698924812,26.33864546515637,2.029361425821534,1.979484192710641,484.71149980986,0.19268416390000678,0.2690260350454225,,
repeat_097,ok,15082.780727824183,1.764112886815994,2.3415765436692153,32.473717551001144,13.414589624195461,2.1155196692999705,2.862144702160557,666.668782802103,0.15091119396858796,0.36370485540870523,,
repeat_098,ok,16204.491163556182,2.0595785156922,2.3683930642586692,-26.973447669646614,22.01512827445086,2.3163514249606196,1.4307753228011535,497.34107448191895,0.1509018428783543,0.1377639738908159,,
repeat_099,ok,14369.33795164717,1.8533069109751152,2.2072104906010424,-37.23484776266728,18.199374810715355,2.3794502319600883,2.3767298338307326,631.9172044579811,0.14496152899615494,0.22547716321915995,,
